timestamp,chan_0_rms,chan_0_force
1764769364.1875422,288.50728375573283,57.701456751146566
1764769364.2205312,289.4145037368157,57.88290074736313
1764769364.2541497,289.3008832236334,57.86017664472668
1764769364.3927412,286.5643544258941,57.312870885178825
1764769364.43152,287.1106434626659,57.42212869253318
1764769364.4647937,288.3773339732353,57.67546679464706
1764769364.5006483,288.8157892363285,57.7631578472657
1764769364.6333575,288.1739663635342,57.634793272706844
1764769364.6687984,287.3363815460242,57.46727630920484
1764769364.8032353,287.6831812351791,57.53663624703582
1764769364.8403585,287.6429904971952,57.528598099439044
1764769364.8709698,287.7734310881933,57.55468621763866
1764769365.0133195,288.69250338968453,57.73850067793691
1764769365.1458833,287.80941004031155,57.56188200806231
1764769365.1838086,289.6542469065608,57.93084938131216
1764769365.2231884,288.70025314327717,57.74005062865544
1764769365.2549534,286.9951283288691,57.39902566577382
1764769365.3909986,287.0176366509899,57.40352733019798
1764769365.4253507,287.4579366182543,57.49158732365086
1764769365.5640862,287.5026195999166,57.50052391998332
1764769365.702892,287.1547205907283,57.43094411814565
1764769365.7426798,287.70768386698984,57.54153677339797
1764769365.776139,287.0988889063671,57.41977778127342
1764769365.9099455,287.5064503216255,57.5012900643251
1764769365.9453607,286.9957352399895,57.399147047997886
1764769366.083264,287.5737157400386,57.51474314800772
1764769366.1199155,287.42373562724686,57.484747125449374
1764769366.2539806,286.7941749290785,57.3588349858157
1764769366.395823,287.14197634516466,57.428395269032926
1764769366.4282415,287.50816514912975,57.501633029825946
1764769366.5642998,287.05608022116354,57.4112160442327
1764769366.7012913,287.2116940175586,57.44233880351173
1764769366.7357476,288.10153427520817,57.62030685504163
1764769366.7692137,287.9255829499063,57.585116589981254
1764769366.9053404,287.9498420220327,57.58996840440654
1764769366.9440541,287.75794468707517,57.55158893741503
1764769367.0785763,288.0023872272582,57.600477445451645
1764769367.1177373,288.2136208095773,57.64272416191546
1764769367.2527103,287.64488811756127,57.528977623512255
1764769367.3916845,287.65560526023467,57.53112105204693
1764769367.4280114,287.49967091379375,57.49993418275875
1764769367.562361,287.08886213604296,57.41777242720859
1764769367.7017615,287.12624261594806,57.42524852318961
1764769367.7405424,287.26462744805445,57.4529254896109
1764769367.777581,287.4097901524737,57.48195803049474
1764769367.8078067,287.6156855943762,57.52313711887525
1764769367.9455101,286.7977413342077,57.35954826684154
1764769367.985606,286.9505695241495,57.390113904829896
1764769368.0205874,287.0708404162432,57.41416808324864
1764769368.1526005,287.73675438438664,57.547350876877324
1764769368.1927269,287.34023347479115,57.46804669495823
1764769368.330038,287.7707914761914,57.55415829523828
1764769368.465222,287.94843887288545,57.589687774577094
1764769368.5015414,287.7697896427368,57.55395792854736
1764769368.5346637,287.77360525798167,57.55472105159634
1764769368.5699067,287.3334296514061,57.46668593028122
1764769368.7033148,287.5441350201722,57.50882700403444
1764769368.7435265,287.7059212756653,57.54118425513306
1764769368.7774396,287.3715350843867,57.47430701687735
1764769368.9162617,287.04267087128096,57.40853417425619
1764769368.949687,287.39306310096254,57.47861262019251
1764769369.0831208,287.4197223744224,57.48394447488449
1764769369.1198657,286.6280229364135,57.32560458728271
1764769369.2623115,286.76077887189365,57.35215577437873
1764769369.3953156,287.9087663395966,57.58175326791931
1764769369.5352705,287.0509689758739,57.41019379517478
1764769369.5725396,287.1864929314871,57.43729858629742
1764769369.7105916,288.2936815292657,57.65873630585314
1764769369.7446458,288.75033589064054,57.750067178128106
1764769371.0480747,287.87405408252187,57.574810816504375
