"type";"begin_time";"frequency";"count";"created with version";"exported with version";"last_name";"first_name";"born";"sex";"measurement_date";"record_name"
"record";"0,00000";"2000.4";"94200";"Noraxon myoRESEARCH Software 4.2.22";"4.2.22";"MyoMetrics Demo Record";"";"";"male";"2025-12-02T12:17:20.230+01:00";"Free Capture-1"

"time";"Activity";"Marker";"BICEPS BR. LT (uV)"
0,26595;;;19,55715049
0,26645;;;10,40131825
0,26695;;;2,466263654
0,26745;;;-5,163596538
0,26795;;;-14,31942877
0,26845;;;-21,64409455
0,26895;;;-25,61162185
0,26945;;;-29,88434356
0,26995;;;-37,51420375
0,27045;;;-46,97523039
0,27095;;;-54,29989618
0,27145;;;-56,43625703
0,27195;;;-52,46872973
0,27245;;;-41,78692546
0,27295;;;-25,61162185
0,27345;;;-9,131123838
0,27395;;;2,466263654
0,27445;;;9,790929439
0,27495;;;14,36884555
0,27545;;;17,72598404
0,27595;;;19,55715049
0,27645;;;19,86234489
0,27695;;;18,03117845
0,27745;;;14,36884555
0,27795;;;10,40131825
0,27845;;;8,264957401
0,27895;;;7,349374178
0,27945;;;5,213013324
0,27995;;;1,550680431
0,28045;;;-0,5856804226
0,28095;;;0,3299028005
0,28145;;;2,161069247
0,28195;;;-0,2804860149
0,28245;;;-8,520735023
0,28295;;;-17,67656725
0,28345;;;-22,55967778
0,28395;;;-21,03370574
0,28445;;;-14,92981758
0,28495;;;-6,689568577
0,28545;;;0,3299028005
0,28595;;;5,518207731
0,28645;;;9,180540624
0,28695;;;11,31690148
0,28745;;;11,92729029
0,28795;;;9,485735032
0,28845;;;4,297430101
0,28895;;;-0,5856804226
0,28945;;;-3,332430092
0,28995;;;-2,722041276
0,29045;;;0,02470839283
0,29095;;;3,381846878
0,29145;;;6,738985362
0,29195;;;10,09612385
0,29245;;;13,45326233
0,29295;;;15,58962319
0,29345;;;16,200012
0,29395;;;15,58962319
0,29445;;;14,97923437
0,29495;;;14,36884555
0,29545;;;14,06365115
0,29595;;;13,45326233
0,29645;;;13,14806792
0,29695;;;13,14806792
0,29745;;;12,53767911
0,29795;;;10,40131825
0,29845;;;7,654568585
0,29895;;;4,602624508
0,29945;;;2,466263654
0,29995;;;0,6350972082
0,30045;;;-0,2804860149
0,30095;;;-1,806458053
0,30145;;;-4,85840213
0,30195;;;-9,741512654
0,30245;;;-13,09865114
0,30295;;;-13,40384555
0,30345;;;-11,87787351
0,30395;;;-10,35190147
0,30445;;;-9,436318246
0,30495;;;-7,299957392
0,30545;;;-3,942818907
0,30595;;;-1,806458053
0,30645;;;-2,416846869
0,30695;;;-3,6376245
0,30745;;;-3,027235684
0,30795;;;-1,196069238
0,30845;;;-0,2804860149
0,30895;;;-0,8908748303
0,30944;;;-0,5856804226
0,30994;;;0,3299028005
0,31044;;;0,9402916159
0,31094;;;-0,5856804226
0,31144;;;-3,6376245
0,31194;;;-6,994762984
0,31244;;;-8,825929431
0,31294;;;-8,520735023
0,31344;;;-5,468790946
0,31394;;;-1,806458053
0,31444;;;0,02470839283
0,31494;;;-0,2804860149
0,31544;;;-1,806458053
0,31594;;;-3,332430092
0,31644;;;-4,553207723
0,31694;;;-5,163596538
0,31744;;;-3,6376245
0,31794;;;-1,501263646
0,31844;;;-0,5856804226
0,31894;;;-1,501263646
0,31944;;;-2,416846869
0,31994;;;-1,196069238
0,32044;;;0,6350972082
0,32094;;;1,245486024
0,32144;;;0,3299028005
0,32194;;;0,3299028005
0,32244;;;2,466263654
0,32294;;;4,602624508
0,32344;;;5,213013324
0,32394;;;6,128596547
0,32444;;;8,875346216
0,32494;;;13,75845674
0,32544;;;17,42078963
0,32594;;;18,33637285
